scientific_name	assembly_id	gcf	assembly_category	assembly_bio_sample_accession	assembly_name	contig_n50	scaffold_n50	last_updated	taxon_id	taxon_rank	assembly_id_no_version	version	synonym	tolid_prefix	common_name	subspecies	species	genus	family	order	class	qv_score	assigned_percent	assembly_span	ungapped_span	contig_l50	scaffold_l50	contig_count	scaffold_count	chromosome_count	sequence_count	gc_percent	n_percent	source_accession	bioproject	assembly_level	sample_sex	refseq_category	submitter	gene_count	protein_count	busco_completeness	busco_lineage	busco_string	project	assembly_bio_project_accession	assembly_sequencing_tech	pacbio	nanopore	taxonomic_group
Porphyrio hochstetteri	GCA_020801775.1	NA	alt	SAMN22550412	bPorHoc1.pat.decon	13731557	58902102	2021-11-08	439704	species	GCA_020801775	1	[""Porphyrio mantelli hochstetteri""]	NA	NA	NA	Porphyrio hochstetteri	Porphyrio	Rallidae	Gruiformes	Aves	NA	NA	1245128614	1234723664	28	7	416	178	NA	178	43.5	NA	NA	PRJNA489243;PRJNA489244;PRJNA533106;PRJNA774332;PRJNA776871	Scaffold	female	NA	Vertebrate Genomes Project	NA	NA	NA	NA	NA	VGP	PRJNA774332	PacBio Sequel II HiFi; Bionano Genomics DLS; Illumina HiSeq; Arima Genomics Hi-C v2	true	false	bird
Hemiprocne comata	GCA_020745705.1	NA	pri	SAMN22588383	bHemCom1.pri.cur	20531774	91346199	2021-11-05	243314	species	GCA_020745705	1	[""Hemiprocne comata""]	[""bHemCom""]	NA	NA	Hemiprocne comata	Hemiprocne	Apodidae	Apodiformes	Aves	NA	99.66	1164793941	1154619474	18	4	363	145	31	145	41.75	0.87	NA	PRJNA489243;PRJNA489244;PRJNA533106;PRJNA774831;PRJNA776867	Chromosome	female	representative genome	Vertebrate Genomes Project	NA	NA	96.4	aves_odb10	C:96.4%[S:96.0%,D:0.3%],F:0.8%,M:2.8%,n:8338	VGP	PRJNA774831	PacBio Sequel I CLR; Illumina NovaSeq; Bionano Genomics DLS; Arima Genomics Hi-C	true	false	bird
Hemiprocne comata	GCA_020745695.1	NA	alt	SAMN22588383	bHemCom1.alt.cur	1772167	1772167	2021-11-05	243314	species	GCA_020745695	1	[""Cypselus comatus""]	NA	NA	NA	Hemiprocne comata	Hemiprocne	Apodidae	Apodiformes	Aves	NA	NA	1052608110	1052608097	169	169	2406	2405	NA	2405	42	NA	NA	PRJNA489243;PRJNA489244;PRJNA533106;PRJNA774830;PRJNA776867	Scaffold	female	NA	Vertebrate Genomes Project	NA	NA	NA	NA	NA	VGP	PRJNA774830	PacBio Sequel I CLR; Illumina NovaSeq; Bionano Genomics Saphyre DLS; Arima Genomics Hi-C v1	true	false	bird
Tautogolabrus adspersus	GCA_020745685.1	NA	pri	SAMN22589422	fTauAds1.pri.cur	7919333	31691308	2021-11-05	34787	species	GCA_020745685	1	[""Labrus adspersus""]	NA	NA	NA	Tautogolabrus adspersus	Tautogolabrus	Labridae	Labriformes	Actinopteri	NA	99.89	723565691	719309471	27	11	346	63	24	63	41.5	NA	NA	PRJNA489243;PRJNA533106;PRJNA774878;PRJNA776882	Chromosome	male	representative genome	Vertebrate Genomes Project	NA	NA	NA	NA	NA	VGP	PRJNA774878	PacBio Sequel II CLR; 10X Gemonics linked reads; Bionano Genomics DLS; Arima Genomics Hi-C v1	true	false	bony fish
Tautogolabrus adspersus	GCA_020745675.1	NA	alt	SAMN22589422	fTauAds1.alt.cur	992536	992536	2021-11-05	34787	species	GCA_020745675	1	[""Labrus adspersus""]	NA	NA	NA	Tautogolabrus adspersus	Tautogolabrus	Labridae	Labriformes	Actinopteri	NA	NA	695716069	695641808	208	208	1507	1476	NA	1476	41.5	NA	NA	PRJNA489243;PRJNA533106;PRJNA774879;PRJNA776882	Scaffold	male	NA	Vertebrate Genomes Project	NA	NA	NA	NA	NA	VGP	PRJNA774879	PacBio Sequel II CLR; 10X Gemonics linked reads; Bionano Genomics DLS; Arima Genomics Hi-C v1	true	false	bony fish
Apus apus	GCA_020740795.1	GCF_020740795.1	pri	SAMN22785356	bApuApu2.pri.cur	25561769	115508478	2021-11-04	8895	species	GCA_020740795	1	[""Hirundo apus""]	NA	NA	NA	Apus apus	Apus	Apodidae	Apodiformes	Aves	NA	NA	1100361224	1098613695	13	4	365	109	31	109	42	NA	NA	PRJNA489243;PRJNA489244;PRJNA533106;PRJNA776336;PRJNA776865	Chromosome	female	representative genome	Vertebrate Genomes Project	16724	14765	NA	NA	NA	VGP	PRJNA776336	PacBio Sequel I CLR; Bionano Genomics DLS; Arima Genomics Hi-C; 10X Genomics linked reads	true	false	bird
Apus apus	GCA_020740585.1	NA	alt	SAMN22785356	bApuApu2.alt.cur	2357147	2357147	2021-11-03	8895	species	GCA_020740585	1	[""Hirundo apus""]	NA	NA	NA	Apus apus	Apus	Apodidae	Apodiformes	Aves	NA	NA	1019504970	1019504865	119	119	1702	1697	NA	1697	42	NA	NA	PRJNA489243;PRJNA489244;PRJNA533106;PRJNA776337;PRJNA776865	Scaffold	female	NA	Vertebrate Genomes Project	NA	NA	NA	NA	NA	VGP	PRJNA776337	PacBio Sequel I CLR; Bionano Genomics DLS; Arima Genomics Hi-C; 10X Genomics linked reads	true	false	bird
Melospiza georgiana	GCA_028018845.1	GCF_028018845.1	pri	SAMN22787412	bMelGeo1.pri	10446106	74254230	2023-01-31	44398	species	GCA_028018845	1	[""Fringilla georgiana""]	NA	NA	NA	Melospiza georgiana	Melospiza	Passerellidae	Passeriformes	Aves	NA	NA	1162015399	1160782308	36	6	276	40	36	40	43	NA	NA	PRJNA489243;PRJNA533106;PRJNA915609;PRJNA927021	Chromosome	female	representative genome	Vertebrate Genomes Project	17000	15448	NA	NA	NA	VGP	PRJNA915609	PacBio Sequel II HiFi	true	false	bird
Melospiza georgiana	GCA_028019105.1	NA	alt	SAMN22787412	bMelGeo1.alt	4188454	NA	2023-01-26	44398	species	GCA_028019105	1	[""Fringilla georgiana""]	NA	NA	NA	Melospiza georgiana	Melospiza	Passerellidae	Passeriformes	Aves	NA	NA	1075048352	1075048352	65	NA	862	NA	NA	862	43.5	NA	NA	PRJNA489243;PRJNA533106;PRJNA915610;PRJNA927021	Contig	female	NA	Vertebrate Genomes Project	NA	NA	NA	NA	NA	VGP	PRJNA915610	PacBio Sequel II HiFi	true	false	bird
Carassius gibelio	GCA_023724105.1	GCF_023724105.1	pri	SAMN23046545	carGib1.2-hapl.c	5134100	30677984	2022-06-16	101364	species	GCA_023724105	1	[""Cyprinus gibelio""]	NA	NA	NA	Carassius gibelio	Carassius	Cyprinidae	Cypriniformes	Actinopteri	NA	NA	1583334954	1582038866	91	22	2647	50	50	50	37.5	NA	NA	PRJNA780760;PRJNA788516	Complete Genome	female	representative genome	IGB Leibniz-Institute of Freshwater Ecology and Inland Fisheries	98729	43901	NA	NA	NA	Other	PRJNA780760	PacBio HiFi; OmniC Illumina reads	true	false	bony fish
Carassius gibelio	GCA_023724085.1	NA	alt	SAMN23046545	carGib1.2-hapl.b	4559442	30042024	2022-06-16	101364	species	GCA_023724085	1	[""Cyprinus gibelio""]	NA	NA	NA	Carassius gibelio	Carassius	Cyprinidae	Cypriniformes	Actinopteri	NA	100	1538918925	1537726248	103	22	2436	50	50	50	37.5	NA	NA	PRJNA780759;PRJNA788516	Complete Genome	female	NA	IGB Leibniz-Institute of Freshwater Ecology and Inland Fisheries	NA	NA	NA	NA	NA	Other	PRJNA780759	PacBio HiFi; OmniC Illumina reads	true	false	bony fish
Panthera pardus	GCA_024362965.1	GCF_024362965.1	pri	SAMN23235441	ASM2436296v1	22236240	126810544	2022-07-21	9691	species	GCA_024362965	1	[""Leo pardus""]	NA	NA	NA	Panthera pardus	Panthera	Felidae	Carnivora	Mammalia	NA	NA	2441326314	2441163052	32	8	716	381	NA	381	42	NA	NA	PRJNA847351;PRJNA860194	Scaffold	male	representative genome	Stanford University	34379	20517	NA	NA	NA	Other	PRJNA847351	PacBio Sequel	true	false	mammal
Panthera pardus	GCA_024363415.1	NA	alt	SAMN23235441	ASM2436341v1	1099946	1099946	2022-07-21	9691	species	GCA_024363415	1	[""Leo pardus""]	NA	NA	NA	Panthera pardus	Panthera	Felidae	Carnivora	Mammalia	NA	NA	2280641841	2280640976	609	609	7277	7265	NA	7265	42	NA	NA	PRJNA847350;PRJNA860194	Scaffold	male	NA	Stanford University	NA	NA	NA	NA	NA	Other	PRJNA847350	PacBio Sequel	true	false	mammal
Lynx rufus	GCA_022079265.1	GCF_022079265.1	pri	SAMN23391104	mLynRuf1.p	66217191	142134035	2022-02-08	61384	species	GCA_022079265	1	[""Felis rufus""]	NA	NA	NA	Lynx rufus	Lynx	Felidae	Carnivora	Mammalia	NA	NA	2439239374	2439236969	12	7	99	75	NA	75	42	NA	NA	PRJNA533106;PRJNA720569;PRJNA765621;PRJNA777191;PRJNA782957;PRJNA789861	Scaffold	male	representative genome	UCLA	28854	19918	NA	NA	NA	CCGP	PRJNA782957	PacBio Sequel II; Dovetail OmniC; Illumina NovaSeq	true	false	mammal
Lynx rufus	GCA_022079275.1	NA	alt	SAMN23391104	mLynRuf1.a	97441	107758	2022-02-08	61384	species	GCA_022079275	1	[""Felis rufus""]	NA	NA	NA	Lynx rufus	Lynx	Felidae	Carnivora	Mammalia	NA	NA	3320153114	3319681513	8448	3963	72827	68111	NA	68111	42	NA	NA	PRJNA533106;PRJNA720569;PRJNA765621;PRJNA777191;PRJNA782956;PRJNA789861	Scaffold	male	NA	UCLA	NA	NA	NA	NA	NA	CCGP	PRJNA782956	PacBio Sequel II; Dovetail OmniC; Illumina NovaSeq	true	false	mammal
Phaethornis superciliosus	GCA_023637945.1	NA	pri	SAMN23532249	DD_ASM_B1	35194150	72710393	2022-06-01	46513	species	GCA_023637945	1	[""Phaethornis superciliosus""]	[""bPhaSup""]	[""long-tailed hermit""]	NA	Phaethornis superciliosus	Phaethornis	Trochilidae	Apodiformes	Aves	NA	NA	1020112811	1016303331	8	4	207	70	NA	70	40.86	0.37	NA	PRJNA489243;PRJNA533106;PRJNA785144;PRJNA789234	Scaffold	male	representative genome	The Max Planck Institute of Molecular Cell Biology and Genetics	NA	NA	96.4	aves_odb10	C:96.4%[S:96.2%,D:0.2%],F:0.6%,M:3.1%,n:8338	VGP	PRJNA785144	PacBio Sequel II CLR; 10X Genomics linked reads; Arima Genomics Hi-C (v2); Bionano Genomics DLS	true	false	bird
Phaethornis superciliosus	GCA_023637925.1	NA	alt	SAMN23532249	DD_ASM_B1a	18938575	NA	2022-06-01	46513	species	GCA_023637925	1	[""Trochilus superciliosus""]	NA	NA	NA	Phaethornis superciliosus	Phaethornis	Trochilidae	Apodiformes	Aves	NA	NA	1014956223	1014956223	17	NA	230	NA	NA	230	41	NA	NA	PRJNA489243;PRJNA533106;PRJNA785156;PRJNA789234	Contig	male	NA	The Max Planck Institute of Molecular Cell Biology and Genetics	NA	NA	NA	NA	NA	VGP	PRJNA785156	PacBio Sequel II CLR; 10X Genomics linked reads; Arima Genomics Hi-C (v2); Bionano Genomics DLS	true	false	bird
Bos indicus	GCA_030270865.1	NA	alt	SAMN23846333	ASM3027086v1	5469797	103564668	2023-06-15	9915	species	GCA_030270865	1	[""Bos taurus indicus""]	NA	NA	NA	Bos indicus	Bos	Bovidae	Artiodactyla	Mammalia	NA	99.65	2623800349	2623594449	106	11	2094	35	30	35	42	NA	NA	PRJNA789754	Chromosome	female	NA	Northwest A&F University	NA	NA	NA	NA	NA	Other	PRJNA789754	PacBio Sequel	true	false	mammal
Bos indicus	GCA_030270825.1	NA	pri	SAMN23846333	ASM3027082v1	5943769	103198692	2023-06-15	9915	species	GCA_030270825	1	[""Bos taurus indicus""]	NA	NA	NA	Bos indicus	Bos	Bovidae	Artiodactyla	Mammalia	NA	99.78	2615965804	2615764659	105	11	2046	34	30	34	42	NA	NA	PRJNA789755	Chromosome	female	NA	Northwest A&F University	NA	NA	NA	NA	NA	Other	PRJNA789755	PacBio Sequel	true	false	mammal
Desmodus rotundus	GCA_022682495.2	NA	pri	SAMN24116476	HLdesRot8A.1	6739964	160127860	2022-03-24	9430	species	GCA_022682495	2	[""Phyllostoma rotundum""]	NA	NA	NA	Desmodus rotundus	Desmodus	Phyllostomidae	Chiroptera	Mammalia	NA	96.29	2119704833	2119447770	87	6	1188	573	15	573	43	NA	NA	PRJNA789528;PRJNA797394	Chromosome	male	representative genome	Bat1K	NA	NA	NA	NA	NA	Other	PRJNA789528	PacBio Sequel; Illumina NovaSeq	true	false	mammal
Desmodus rotundus	GCA_022682395.2	NA	alt	SAMN24116476	HLdesRot8B.1	7563979	160112692	2022-03-24	9430	species	GCA_022682395	2	[""Phyllostoma rotundum""]	NA	NA	NA	Desmodus rotundus	Desmodus	Phyllostomidae	Chiroptera	Mammalia	NA	97.04	1969917660	1969687377	85	6	1005	429	13	429	43	NA	NA	PRJNA789527;PRJNA797394	Chromosome	male	NA	Bat1K	NA	NA	NA	NA	NA	Other	PRJNA789527	PacBio Sequel; Illumina NovaSeq	true	false	mammal
Gopherus flavomarginatus	GCA_025201925.1	GCF_025201925.1	pri	SAMN24199108	rGopFla2.mat.asm	6917139	162938067	2022-09-15	286002	species	GCA_025201925	1	NA	NA	NA	NA	Gopherus flavomarginatus	Gopherus	Testudinidae	Testudines	NA	NA	NA	2460542086	2370903653	96	5	2483	621	25	621	44.5	NA	NA	PRJNA489243;PRJNA533106;PRJNA794188;PRJNA842024	Chromosome	not collected	representative genome	Vertebrate Genomes Project	29021	20882	NA	NA	NA	VGP	PRJNA794188	PacBio Sequel I CLR; Bionano Genomics DLS; Arima Genomics Hi-C; 10X Genomics linked reads	true	false	reptile
Gopherus flavomarginatus	GCA_025201965.1	NA	alt	SAMN24199108	rGopFla2.pat.asm	6498827	133543772	2022-09-08	286002	species	GCA_025201965	1	NA	NA	NA	NA	Gopherus flavomarginatus	Gopherus	Testudinidae	Testudines	NA	NA	NA	2584697711	2468643178	109	8	4781	2992	NA	2992	44.5	NA	NA	PRJNA489243;PRJNA533106;PRJNA794189;PRJNA842024	Scaffold	not collected	NA	Vertebrate Genomes Project	NA	NA	NA	NA	NA	VGP	PRJNA794189	PacBio Sequel I CLR; Bionano Genomics DLS; Arima Genomics Hi-C; 10X Genomics linked reads	true	false	reptile
Laterallus jamaicensis coturniculus	GCA_022605575.1	NA	pri	SAMN24505262	bLatJam1.0.p	7445194	21403927	2022-03-17	650015	subspecies	GCA_022605575	1	[""Laterallus jamaicensis coturniculus""]	NA	NA	Laterallus jamaicensis coturniculus	Laterallus jamaicensis	Laterallus	Rallidae	Gruiformes	Aves	NA	NA	1391388821	1391356911	44	16	963	644	NA	644	43.8	0	NA	PRJNA533106;PRJNA720569;PRJNA765848;PRJNA777185;PRJNA794174;PRJNA795168	Scaffold	female	representative genome	UCLA	NA	NA	96.8	aves_odb10	C:96.8%[S:96.5%,D:0.3%],F:0.6%,M:2.6%,n:8338	CCGP	PRJNA794174	PacBio Sequell II; Dovetail OmniC; Illumina NovaSeq	true	false	bird
Laterallus jamaicensis coturniculus	GCA_022605925.1	NA	alt	SAMN24505262	bLatJam1.0.a	781495	5828180	2022-03-17	650015	subspecies	GCA_022605925	1	[""Porzana Jamaicensis var. coturniculus""]	NA	NA	Laterallus jamaicensis coturniculus	Laterallus jamaicensis	Laterallus	Rallidae	Gruiformes	Aves	NA	NA	1211372722	1211205522	455	44	5235	3563	NA	3563	44	NA	NA	PRJNA533106;PRJNA720569;PRJNA765848;PRJNA777185;PRJNA794173;PRJNA795168	Scaffold	female	NA	UCLA	NA	NA	NA	NA	NA	CCGP	PRJNA794173	PacBio Sequell II; Dovetail OmniC; Illumina NovaSeq	true	false	bird
Rallus limicola	GCA_022605955.1	NA	pri	SAMN24505263	bRalLim1.0.p	11906378	25302669	2022-03-17	156759	species	GCA_022605955	1	[""Rallus limicola""]	[""bRalLim""]	NA	NA	Rallus limicola	Rallus	Rallidae	Gruiformes	Aves	NA	NA	1395579105	1395559401	33	14	1298	1101	NA	1101	44.17	0	NA	PRJNA533106;PRJNA720569;PRJNA765853;PRJNA777214;PRJNA794195;PRJNA795167	Scaffold	not determined	representative genome	UCLA	NA	NA	96.9	aves_odb10	C:96.9%[S:96.7%,D:0.3%],F:0.5%,M:2.5%,n:8338	CCGP	PRJNA794195	PacBio Sequel II; Dovetail OmniC; Illumina NovaSeq	true	false	bird
Rallus limicola	GCA_022605895.1	NA	alt	SAMN24505263	bRalLim1.0.a	2459492	9049408	2022-03-17	156759	species	GCA_022605895	1	NA	NA	NA	NA	Rallus limicola	Rallus	Rallidae	Gruiformes	Aves	NA	NA	1425697905	1425631105	146	32	5118	4450	NA	4450	44.5	NA	NA	PRJNA533106;PRJNA720569;PRJNA765853;PRJNA777214;PRJNA794194;PRJNA795167	Scaffold	not determined	NA	UCLA	NA	NA	NA	NA	NA	CCGP	PRJNA794194	PacBio Sequel II; Dovetail OmniC; Illumina NovaSeq	true	false	bird
Epinephelus malabaricus	GCA_037127435.1	NA	pri	SAMN24662200	ASM3712743v1	4730001	43315830	2024-03-13	162300	species	GCA_037127435	1	[""Holocentrus malabaricus""]	NA	NA	NA	Epinephelus malabaricus	Epinephelus	Serranidae	Perciformes	Actinopteri	NA	NA	1107127894	1107091194	63	12	790	423	NA	423	41	NA	NA	PRJNA798188;PRJNA798702;PRJNA873084	Scaffold	NA	representative genome	Okinawa Institute of Science and Technology	NA	NA	NA	NA	NA	Other	PRJNA798188	PacBio Sequel	true	false	bony fish
Epinephelus malabaricus	GCA_037127445.1	NA	alt	SAMN24662200	ASM3712744v1	4622984	43165909	2024-03-13	162300	species	GCA_037127445	1	[""Holocentrus malabaricus""]	NA	NA	NA	Epinephelus malabaricus	Epinephelus	Serranidae	Perciformes	Actinopteri	NA	NA	1108198531	1108161488	69	12	817	446	NA	446	41	NA	NA	PRJNA798189;PRJNA798702;PRJNA873084	Scaffold	NA	NA	Okinawa Institute of Science and Technology	NA	NA	NA	NA	NA	Other	PRJNA798189	PacBio Sequel	true	false	bony fish
Arizona elegans	GCA_022577455.1	NA	pri	SAMN24818160	rAriEle1.0.p	54101938	105945816	2022-03-15	94893	species	GCA_022577455	1	NA	NA	NA	NA	Arizona elegans	Arizona	Colubridae	Squamata	Lepidosauria	NA	NA	1842534626	1842509008	11	5	395	139	NA	139	40.5	NA	NA	PRJNA533106;PRJNA720569;PRJNA766271;PRJNA777141;PRJNA796781;PRJNA805260	Scaffold	not collected	representative genome	UCLA	NA	NA	NA	NA	NA	CCGP	PRJNA796781	PacBio Sequel II; PacBio Sequel IIe; Dovetail OmniC; Illumina NovaSeq	true	false	reptile
Arizona elegans	GCA_022578425.1	NA	alt	SAMN24818160	rAriEle1.0.a	34039	38559	2022-03-15	94893	species	GCA_022578425	1	NA	NA	NA	NA	Arizona elegans	Arizona	Colubridae	Squamata	Lepidosauria	NA	NA	2206698359	2206102848	13271	8016	60824	54869	NA	54869	41.5	NA	NA	PRJNA533106;PRJNA720569;PRJNA766271;PRJNA777141;PRJNA796780;PRJNA805260	Scaffold	not collected	NA	UCLA	NA	NA	NA	NA	NA	CCGP	PRJNA796780	PacBio Sequel II; PacBio Sequel IIe; Dovetail OmniC; Illumina NovaSeq	true	false	reptile
Squalius cephalus	GCA_022829025.1	NA	pri	SAMN25050720	ASM2282902v1	15051122	39496901	2022-04-08	8284	species	GCA_022829025	1	[""Leuciscus cephalus albus""]	[""fSquCep""]	[""Chub""]	NA	Squalius cephalus	Squalius	Leuciscidae	Cypriniformes	Actinopteri	NA	99.66	1039907101	1039878901	24	11	201	67	25	67	38.65	0	NA	PRJNA768423;PRJNA798236;PRJNA800068	Chromosome	Unknown	representative genome	The Max Planck Institute of Molecular Cell Biology and Genetics	NA	NA	96.8	actinopterygii_odb10	C:96.8%[S:94.7%,D:2.0%],F:0.8%,M:2.4%,n:3640	Euro-Fish	PRJNA798236	PacBio Sequel; Illumina NovaSeq	true	false	bony fish
Squalius cephalus	GCA_022829065.1	NA	alt	SAMN25050720	ASM2282906v1	876097	876097	2022-04-06	8284	species	GCA_022829065	1	[""Leuciscus cephalus""]	NA	NA	NA	Squalius cephalus	Squalius	Leuciscidae	Cypriniformes	Actinopteri	NA	NA	986916285	986916045	299	298	3086	3085	NA	3085	38.5	NA	NA	PRJNA768423;PRJNA798235;PRJNA800068	Scaffold	Unknown	NA	The Max Planck Institute of Molecular Cell Biology and Genetics	NA	NA	NA	NA	NA	Euro-Fish	PRJNA798235	PacBio Sequel; Illumina NovaSeq	true	false	bony fish
Vimba vimba	GCA_022828995.1	NA	pri	SAMN25064631	ASM2282899v1	7031647	40102238	2022-04-08	155067	species	GCA_022828995	1	[""Abramis nordmannii""]	[""fVimVim""]	[""vimba bream""]	NA	Vimba vimba	Vimba	Leuciscidae	Cypriniformes	Actinopteri	NA	98.58	1054310786	1054244026	44	11	436	110	25	110	38.58	0.01	NA	PRJNA768423;PRJNA798300;PRJNA800808	Chromosome	Unknown	representative genome	The Max Planck Institute of Molecular Cell Biology and Genetics	NA	NA	97.6	actinopterygii_odb10	C:97.6%[S:96.2%,D:1.4%],F:0.9%,M:1.6%,n:3640	Euro-Fish	PRJNA798300	PacBio Sequel; Illumina NovaSeq	true	false	bony fish
Vimba vimba	GCA_022829075.1	NA	alt	SAMN25064631	ASM2282907v1	399711	NA	2022-04-06	155067	species	GCA_022829075	1	[""Cyprinus vimba""]	NA	NA	NA	Vimba vimba	Vimba	Leuciscidae	Cypriniformes	Actinopteri	NA	NA	789582148	789582148	555	NA	4832	NA	NA	4832	38.5	NA	NA	PRJNA768423;PRJNA798299;PRJNA800808	Contig	Unknown	NA	The Max Planck Institute of Molecular Cell Biology and Genetics	NA	NA	NA	NA	NA	Euro-Fish	PRJNA798299	PacBio Sequel; Illumina NovaSeq	true	false	bony fish
Lagopus muta	GCA_023343835.1	GCF_023343835.1	pri	SAMN25144835	bLagMut1 primary	17905263	71229700	2022-05-12	64668	species	GCA_023343835	1	[""Tetrao mutus""]	NA	NA	NA	Lagopus muta	Lagopus	Phasianidae	Galliformes	Aves	NA	NA	1026755127	1026683190	19	5	374	164	40	164	41.5	NA	NA	PRJNA489243;PRJNA533106;PRJNA836583;PRJNA843060	Chromosome	female	representative genome	Vertebrate Genomes Project	20110	16078	NA	NA	NA	VGP	PRJNA836583	PacBio Sequel II HiFi; Dovetail genomics Hi-C; Illumina NovaSeq	true	false	bird
Lagopus muta	GCA_023344045.1	NA	alt	SAMN25144835	bLagMut1 alternate	619110	619935	2022-05-12	64668	species	GCA_023344045	1	[""Tetrao mutus""]	NA	NA	NA	Lagopus muta	Lagopus	Phasianidae	Galliformes	Aves	NA	NA	923340374	923339054	414	413	3225	3212	NA	3212	41.5	NA	NA	PRJNA489243;PRJNA533106;PRJNA836585;PRJNA843060	Scaffold	female	NA	Vertebrate Genomes Project	NA	NA	NA	NA	NA	VGP	PRJNA836585	PacBio Sequel II HiFi; Dovetail genomics Hi-C; Illumina NovaSeq	true	false	bird
Zingel zingel	GCA_023566125.1	NA	pri	SAMN25211113	ASM2356612v1	10133874	37573842	2022-05-31	210855	species	GCA_023566125	1	[""Zingel zingel""]	[""fZinZin""]	[""zingel""]	NA	Zingel zingel	Zingel	Percidae	Perciformes	Actinopteri	NA	96.16	919352573	919273613	26	11	1063	688	24	688	40.13	0.01	NA	PRJNA768423;PRJNA799871;PRJNA807696	Chromosome	Unknown	representative genome	The Max Planck Institute of Molecular Cell Biology and Genetics	NA	NA	98.7	actinopterygii_odb10	C:98.7%[S:98.0%,D:0.6%],F:0.4%,M:0.9%,n:3640	Euro-Fish	PRJNA799871	PacBio Sequel; Illumina NovaSeq	true	false	bony fish
Zingel zingel	GCA_023566415.1	NA	alt	SAMN25211113	ASM2356641v1	258760	NA	2022-05-27	210855	species	GCA_023566415	1	[""Perca zingel""]	NA	NA	NA	Zingel zingel	Zingel	Percidae	Perciformes	Actinopteri	NA	NA	823976761	823976761	881	NA	6738	NA	NA	6738	40.5	NA	NA	PRJNA768423;PRJNA799870;PRJNA807696	Contig	Unknown	NA	The Max Planck Institute of Molecular Cell Biology and Genetics	NA	NA	NA	NA	NA	Euro-Fish	PRJNA799870	PacBio Sequel	true	false	bony fish
Romanogobio albipinnatus	GCA_023566225.1	NA	pri	SAMN25220526	ASM2356622v1	12526464	55298942	2022-05-31	260767	species	GCA_023566225	1	[""Romanogobio albipinnatus""]	[""fRomAlb""]	[""White-finned gudgeon""]	NA	Romanogobio albipinnatus	Romanogobio	Gobionidae	Cypriniformes	Actinopteri	NA	98.63	1428567521	1428505001	37	12	438	131	25	131	40.37	0	NA	PRJNA768423;PRJNA799923;PRJNA807697	Chromosome	Unknown	representative genome	The Max Planck Institute of Molecular Cell Biology and Genetics	NA	NA	95.8	actinopterygii_odb10	C:95.8%[S:94.3%,D:1.5%],F:0.9%,M:3.2%,n:3640	Euro-Fish	PRJNA799923	PacBio Sequel; Illumina NovaSeq	true	false	bony fish
Romanogobio albipinnatus	GCA_023566215.1	NA	alt	SAMN25220526	ASM2356621v1	965502	NA	2022-05-27	260767	species	GCA_023566215	1	[""Gobio albipinnatus""]	NA	NA	NA	Romanogobio albipinnatus	Romanogobio	Gobionidae	Cypriniformes	Actinopteri	NA	NA	1388937552	1388937552	417	NA	2921	NA	NA	2921	40.5	NA	NA	PRJNA768423;PRJNA799922;PRJNA807697	Contig	Unknown	NA	The Max Planck Institute of Molecular Cell Biology and Genetics	NA	NA	NA	NA	NA	Euro-Fish	PRJNA799922	PacBio Sequel	true	false	bony fish
Semicossyphus pulcher	GCA_022749685.1	NA	pri	SAMN25656429	fSemPul1.0.p	31948211	32091781	2022-03-29	241346	species	GCA_022749685	1	[""Labrus pulcher""]	NA	NA	NA	Semicossyphus pulcher	Semicossyphus	Labridae	Labriformes	Actinopteri	NA	NA	794106426	794105619	12	12	186	178	NA	178	41.5	NA	NA	PRJNA533106;PRJNA720569;PRJNA765860;PRJNA777221;PRJNA807366	Scaffold	female	representative genome	UCLA	NA	NA	NA	NA	NA	CCGP	PRJNA807366	PacBio Sequel IIe; Dovetails OmniC; Illumina NovaSeq	true	false	bony fish
Semicossyphus pulcher	GCA_022749735.1	NA	alt	SAMN25656429	fSemPul1.0.a	178023	1666853	2022-03-29	241346	species	GCA_022749735	1	[""Labrus pulcher""]	NA	NA	NA	Semicossyphus pulcher	Semicossyphus	Labridae	Labriformes	Actinopteri	NA	NA	1095728264	1095460364	1555	65	15877	13198	NA	13198	41.5	NA	NA	PRJNA533106;PRJNA720569;PRJNA765860;PRJNA777221;PRJNA807365	Scaffold	female	NA	UCLA	NA	NA	NA	NA	NA	CCGP	PRJNA807365	PacBio Sequel IIe; Dovetails OmniC; Illumina NovaSeq	true	false	bony fish
Crotalus helleri	GCA_024509115.1	NA	pri	SAMN25872349	rCroOre1.0.p	10371895	110762666	2022-08-04	8741	species	GCA_024509115	1	[""Crotalus viridis helleri""]	NA	NA	NA	Crotalus helleri	Crotalus	Viperidae	Squamata	Lepidosauria	NA	NA	1564777875	1564556375	38	4	1140	697	NA	697	40	NA	NA	PRJNA533106;PRJNA720569;PRJNA765808;PRJNA804957;PRJNA807342	Scaffold	male	representative genome	UCLA	NA	NA	NA	NA	NA	CCGP	PRJNA807342	PacBio Sequel II; PacBio Sequel IIe; Dovetails OmniC; Illumina NovaSeq	true	false	reptile
